Progress,Duration (in seconds),Finished,subID,Bot 1,Bot 2,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,A Check 1,E1,E2,E3,E4,F1,F2,F3,F4,A Check 2,G1,G2,G3,G4,I1,I2,I3,I4,Q94,Q98,Q100
100,250,TRUE,209,Wednesday,May,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Disagree,Agree,Disagree,Woman,38,White/European
100,569,TRUE,210,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,41,White/European
100,151,TRUE,211,Wednesday,May,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Man,37,White/European
100,74,TRUE,212,Wednesday,May,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Man,35,White/European
100,1688,TRUE,213,Wednesday,May,Agree,Strongly agree,Agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Woman,41,White/European
100,406,TRUE,214,Wednesday,May,Agree,Disagree,Agree,Disagree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Woman,35,White/European
100,225,TRUE,215,Wednesday,May,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,Disagree,Man,26,Black/African American
100,504,TRUE,216,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,34,White/European
100,258,TRUE,217,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,34,White/European
100,3584,TRUE,218,Wednesday,May,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Woman,40,White/European
100,1366,TRUE,219,Wednesday,May,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Woman,31,Black/African American
100,292,TRUE,220,Wednesday,May,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Man,22,White/European
100,2744,TRUE,221,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,27,White/European
100,309,TRUE,222,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,34,White/European
100,330,TRUE,223,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,32,White/European
100,4234,TRUE,224,Wednesday,May,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Woman,30,White/European
100,330,TRUE,225,Wednesday,May,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly disagree,Agree,Strongly disagree,Man,35,White/European
100,510,TRUE,226,Wednesday,May,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Man,32,White/European
100,324,TRUE,227,Wednesday,May,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Somewhat disagree,Woman,30,Hispanic/Latino
100,372,TRUE,228,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Agree,Strongly disagree,Woman,38,White/European
98,356,FALSE,229,Wednesday,May,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Man,51,White/European
98,263,FALSE,230,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,52,White/European
90,31,FALSE,231,Wednesday,May,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,,,
98,628,FALSE,232,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Woman,40,White/European
98,217,FALSE,233,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Trans Man,29,Hispanic/Latino
98,221,FALSE,234,Wednesday,May,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat agree,Strongly disagree,Man,26,
98,448,FALSE,235,Wednesday,May,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Man,35,White/European
98,446,FALSE,236,Wednesday,May,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Woman,31,Black/African American
98,298,FALSE,237,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Man,26,White/European
98,213,FALSE,238,Wednesday,May,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Woman,25,White/European
